codigo_municipio,nome_municipio,enviadas_dose1,enviadas_dose2,enviadas_dose_unica,enviadas_dose_reforco,aplicadas_dose1,aplicadas_dose2,aplicadas_dose_unica,aplicadas_dose_reforco
280010,Amparo de São Francisco,890,306,0,0,678,213,0,0
280020,Aquidabã,6258,2964,0,0,4611,2146,0,0
280030,Aracaju,209319,93970,0,0,169484,54262,0,0
280040,Arauá,2510,1081,0,0,2083,1002,0,0
280050,Areia Branca,5073,1701,0,0,3604,1438,0,0
280060,Barra dos Coqueiros,7668,3605,0,0,6026,2706,0,0
280067,Boquim,7309,3436,0,0,5560,2897,0,0
280070,Brejo Grande,2686,628,0,0,2214,493,0,0
280100,Campo do Brito,4960,2325,0,0,4015,2033,0,0
280110,Canhoba,1042,458,0,0,868,362,0,0
280120,Canindé de São Francisco,5671,1975,0,0,4936,1887,0,0
280130,Capela,8836,3563,0,0,7090,2215,0,0
280140,Carira,5834,2812,0,0,5194,2702,0,0
280150,Carmópolis,3071,1081,0,0,2518,729,0,0
280160,Cedro de São João,1813,839,0,0,1474,834,0,0
280170,Cristinápolis,3992,2037,0,0,2838,1411,0,0
280190,Cumbe,1397,534,0,0,1098,505,0,0
280200,Divina Pastora,1314,500,0,0,1071,475,0,0
280210,Estância,19295,8448,0,0,15154,5395,0,0
280220,Feira Nova,1442,623,0,0,1037,559,0,0
280230,Frei Paulo,4009,1675,0,0,3870,1582,0,0
280240,Gararu,2900,1368,0,0,2077,1171,0,0
280250,General Maynard,887,391,0,0,819,375,0,0
280260,Gracho Cardoso,1741,823,0,0,1480,792,0,0
280270,Ilha das Flores,2358,791,0,0,1813,652,0,0
280280,Indiaroba,3658,1452,0,0,2544,1171,0,0
280290,Itabaiana,25132,9951,0,0,24501,7634,0,0
280300,Itabaianinha,9811,3851,0,0,8821,3484,0,0
280310,Itabi,1632,703,0,0,1238,665,0,0
280320,Itaporanga d'Ajuda,7541,3716,0,0,6657,3162,0,0
280330,Japaratuba,5193,2249,0,0,4027,1925,0,0
280340,Japoatã,3916,1394,0,0,2686,1130,0,0
280350,Lagarto,32198,13240,0,0,24378,10146,0,0
280360,Laranjeiras,8996,2515,0,0,7180,2010,0,0
280370,Macambira,1980,935,0,0,1706,906,0,0
280380,Malhada dos Bois,856,547,0,0,767,295,0,0
280390,Malhador,3295,1316,0,0,2726,1157,0,0
280400,Maruim,3488,1561,0,0,3106,1326,0,0
280410,Moita Bonita,3523,1945,0,0,3153,1634,0,0
280420,Monte Alegre de Sergipe,3134,1578,0,0,2123,1429,0,0
280430,Muribeca,1916,1021,0,0,1596,812,0,0
280440,Neópolis,5109,2365,0,0,3384,1693,0,0
280445,Nossa Senhora Aparecida,2604,1364,0,0,2345,1329,0,0
280450,Nossa Senhora da Glória,9464,3881,0,0,6650,2970,0,0
280460,Nossa Senhora das Dores,6959,3078,0,0,5313,2678,0,0
280470,Nossa Senhora de Lourdes,1867,891,0,0,1510,720,0,0
280480,Nossa Senhora do Socorro,39052,15885,0,0,30633,12692,0,0
280490,Pacatuba,3204,1349,0,0,2963,1240,0,0
280500,Pedra Mole,896,379,0,0,812,356,0,0
280510,Pedrinhas,2269,1053,0,0,1782,859,0,0
280520,Pinhão,1875,931,0,0,1441,865,0,0
280530,Pirambu,2571,985,0,0,2292,843,0,0
280540,Poço Redondo,7638,3126,0,0,6355,3266,0,0
280550,Poço Verde,7005,3541,0,0,5353,2768,0,0
280560,Porto da Folha,7406,3237,0,0,5998,3059,0,0
280570,Propriá,8221,3343,0,0,6421,2430,0,0
280580,Riachão do Dantas,5167,2313,0,0,4625,1989,0,0
280590,Riachuelo,2431,1000,0,0,1843,872,0,0
280600,Ribeirópolis,5258,2443,0,0,4858,2305,0,0
280610,Rosário do Catete,2455,984,0,0,2092,921,0,0
280620,Salgado,5322,2277,0,0,4277,2364,0,0
280630,Santa Luzia do Itanhy,5270,1015,0,0,3948,683,0,0
280650,Santa Rosa de Lima,1238,547,0,0,866,515,0,0
280640,Santana do São Francisco,1517,612,0,0,1369,541,0,0
280660,Santo Amaro das Brotas,2770,1653,0,0,2239,1300,0,0
280670,São Cristóvão,27122,7432,0,0,16336,6427,0,0
280680,São Domingos,2945,1347,0,0,2534,1259,0,0
280690,São Francisco,931,418,0,0,740,409,0,0
280700,São Miguel do Aleixo,1176,599,0,0,929,443,0,0
280710,Simão Dias,11323,5390,0,0,8690,4303,0,0
280720,Siriri,2292,973,0,0,1808,913,0,0
280730,Telha,822,369,0,0,740,367,0,0
280740,Tobias Barreto,15263,6537,0,0,12350,5479,0,0
280750,Tomar do Geru,3069,1336,0,0,2108,1042,0,0
280760,Umbaúba,6386,2238,0,0,4687,1926,0,0
